"city_name","region","level_2_id","level_2_name","level_3_id","level_3_name","level_4_id","level_4_name","level_5_id","level_5_name","level_6_id","level_6_name","indicator_level","indicator_id","indicator_name","indicator_year","scenario_name","indicator_pessimist_outcome","indicator_value","indicator_color","indicator_valuename"
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1005.0,Capacidade Adaptativa,1010.0,Abastecimento e reservação,6,1010,Abastecimento e reservação,2015,current,0.0,0.84,#02C650,Muito alto
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1005.0,Capacidade Adaptativa,1011.0,Capacidade socioeconômica,6,1011,Capacidade socioeconômica,2015,current,0.0,0.59,#FFCD00,Médio
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1002.0,Exposição,1012.0,População e ambiente natural,,,5,1012,População e ambiente natural,2015,current,1.0,0.35,#A9DE00,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1002.0,Exposição,1013.0,População,,,5,1013,População,2015,current,1.0,0.28,#A9DE00,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1004.0,Sensibilidade,1006.0,Oferta e demanda,7,1014,Indisponibilidade hídrica superficial,2017,current,1.0,0.6,#FF8300,Alto
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1004.0,Sensibilidade,1006.0,Oferta e demanda,7,1015,Balanço hídrico superficial,2018,current,1.0,0.02,#02C650,Muito baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1004.0,Sensibilidade,1006.0,Oferta e demanda,7,1016,Usos consultivos,2014,current,1.0,0.63,#FF8300,Alto
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1004.0,Sensibilidade,1007.0,Acesso e ineficiência do uso,7,1017,Não atendimento pela rede de abastecimento de água,2010,current,1.0,0.11,#02C650,Muito baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1004.0,Sensibilidade,1007.0,Acesso e ineficiência do uso,7,1018,Perdas de água,2013,current,1.0,0.13,#02C650,Muito baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1004.0,Sensibilidade,1007.0,Acesso e ineficiência do uso,7,1019,Consumo de água,2013,current,1.0,0.33,#A9DE00,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1004.0,Sensibilidade,1007.0,Acesso e ineficiência do uso,7,1020,Isolamento da população,2010,current,1.0,0.23,#A9DE00,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1004.0,Sensibilidade,1008.0,Riscos à saúde,7,1021,Ocorrência de doenças,2013,current,1.0,0.25,#A9DE00,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1004.0,Sensibilidade,1008.0,Riscos à saúde,7,1022,Qualidade da água,2013,current,1.0,0.14,#02C650,Muito baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1005.0,Capacidade Adaptativa,1009.0,Planejamento e gestão,7,1023,Nível de atuação na Bacia,2015,current,0.0,0.63,#A9DE00,Alto
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1005.0,Capacidade Adaptativa,1009.0,Planejamento e gestão,7,1024,Plano municipal de saneamento básico,2016,current,0.0,0.3,#FF8300,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1005.0,Capacidade Adaptativa,1009.0,Planejamento e gestão,7,1025,Cidades resilientes,2015,current,0.0,0.29,#FF8300,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1005.0,Capacidade Adaptativa,1009.0,Planejamento e gestão,7,1026,Programas de prevenção contra impactos,2017,current,0.0,,#DCDCDC,Dado indisponível
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1005.0,Capacidade Adaptativa,1009.0,Planejamento e gestão,7,1027,Investimento em políticas de adaptação,2016,current,0.0,0.29,#FF8300,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1005.0,Capacidade Adaptativa,1010.0,Abastecimento e reservação,7,1028,Armazenamento e reservação,2015,current,0.0,0.48,#FFCD00,Médio
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1005.0,Capacidade Adaptativa,1010.0,Abastecimento e reservação,7,1029,Alternativas ao abastecimento,2010,current,0.0,0.53,#FFCD00,Médio
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1005.0,Capacidade Adaptativa,1011.0,Capacidade socioeconômica,7,1030,Cobrança pela água e renda domiciliar,2013,current,0.0,0.2,#FF8300,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1001.0,Vulnerabilidade,1005.0,Capacidade Adaptativa,1011.0,Capacidade socioeconômica,7,1031,Domicílios não vulneráveis,2010,current,0.0,0.65,#A9DE00,Alto
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1002.0,Exposição,1012.0,População e ambiente natural,1032.0,População e áreas degradadas ou desmatadas,6,1032,População e áreas degradadas ou desmatadas,2015,current,1.0,0.41,#FFCD00,Médio
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1002.0,Exposição,1012.0,População e ambiente natural,1033.0,População e armazenamento subterrâneo,6,1033,População e armazenamento subterrâneo,2013,current,1.0,0.01,#02C650,Muito baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1002.0,Exposição,1013.0,População,1034.0,Densidade populacional,6,1034,Densidade populacional,2016,current,1.0,0.28,#A9DE00,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1003.0,Ameaça Climática,1035.0,Dias consecutivos secos,,,5,1035,Dias consecutivos secos,2015,current,1.0,0.27,#A9DE00,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1003.0,Ameaça Climática,1035.0,Dias consecutivos secos,,,5,1035,Dias consecutivos secos,2030,optimistic,1.0,0.28,#A9DE00,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1003.0,Ameaça Climática,1035.0,Dias consecutivos secos,,,5,1035,Dias consecutivos secos,2030,pesimistic,1.0,0.33,#A9DE00,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1003.0,Ameaça Climática,1035.0,Dias consecutivos secos,,,5,1035,Dias consecutivos secos,2050,pesimistic,1.0,0.34,#A9DE00,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1003.0,Ameaça Climática,1035.0,Dias consecutivos secos,,,5,1035,Dias consecutivos secos,2050,optimistic,1.0,0.28,#A9DE00,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1003.0,Ameaça Climática,1036.0,Índice de precipitação-evapotranspiração padronizado,,,5,1036,Índice de precipitação-evapotranspiração padronizado,2015,current,1.0,0.14,#02C650,Muito baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1003.0,Ameaça Climática,1036.0,Índice de precipitação-evapotranspiração padronizado,,,5,1036,Índice de precipitação-evapotranspiração padronizado,2030,pesimistic,1.0,0.49,#FFCD00,Médio
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1003.0,Ameaça Climática,1036.0,Índice de precipitação-evapotranspiração padronizado,,,5,1036,Índice de precipitação-evapotranspiração padronizado,2030,optimistic,1.0,0.63,#FF8300,Alto
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1003.0,Ameaça Climática,1036.0,Índice de precipitação-evapotranspiração padronizado,,,5,1036,Índice de precipitação-evapotranspiração padronizado,2050,optimistic,1.0,0.35,#A9DE00,Baixo
Florestópolis,PR,1.0,Recursos Hídricos,1000.0,Seca,1003.0,Ameaça Climática,1036.0,Índice de precipitação-evapotranspiração padronizado,,,5,1036,Índice de precipitação-evapotranspiração padronizado,2050,pesimistic,1.0,0.36,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,,,,,,,3,5000,Seca,2015,current,1.0,0.01,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,,,,,,,3,5000,Seca,2030,pesimistic,1.0,0.18,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,,,,,,,3,5000,Seca,2030,optimistic,1.0,0.21,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,,,,,,,3,5000,Seca,2050,optimistic,1.0,0.12,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,,,,,,,3,5000,Seca,2050,pesimistic,1.0,0.13,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,,,,,4,5001,Vulnerabilidade,2015,current,1.0,0.07,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5002.0,Exposição,,,,,4,5002,Exposição,2015,current,1.0,0.36,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,,,,,4,5003,Ameaça Climática,2015,current,1.0,0.2,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,,,,,4,5003,Ameaça Climática,2030,pesimistic,1.0,0.42,#FFCD00,Médio
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,,,,,4,5003,Ameaça Climática,2030,optimistic,1.0,0.47,#FFCD00,Médio
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,,,,,4,5003,Ameaça Climática,2050,optimistic,1.0,0.32,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,,,,,4,5003,Ameaça Climática,2050,pesimistic,1.0,0.34,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5004.0,Sensibilidade,,,5,5004,Sensibilidade,2015,current,1.0,0.09,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,,,5,5005,Capacidade Adaptativa,2015,current,0.0,0.77,#A9DE00,Alto
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5004.0,Sensibilidade,5006.0,Produção e comercialização,6,5006,Produção e comercialização,2015,current,1.0,0.48,#FFCD00,Médio
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5004.0,Sensibilidade,5007.0,Produtores e estabelecimentos agropecuários,6,5007,Produtores e estabelecimentos agropecuários,2015,current,1.0,0.17,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5004.0,Sensibilidade,5008.0,Saúde e consumo dos alimentos,6,5008,Saúde e consumo dos alimentos,2015,current,1.0,0.19,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5009.0,Logística e abastecimento,6,5009,Logística e abastecimento,2015,current,0.0,0.66,#A9DE00,Alto
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5010.0,Planejamento e gestão,6,5010,Planejamento e gestão,2015,current,0.0,0.4,#FFCD00,Médio
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5011.0,Manutenção da produção agropecuária,6,5011,Manutenção da produção agropecuária,2015,current,0.0,0.65,#A9DE00,Alto
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5012.0,Capacidade socioeconômica familiar,6,5012,Capacidade socioeconômica familiar,2015,current,0.0,0.59,#FFCD00,Médio
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5002.0,Exposição,5013.0,Agropecuária e fatores biofísicos,,,5,5013,Agropecuária e fatores biofísicos,2015,current,1.0,0.32,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5002.0,Exposição,5014.0,População e estrutura fundiária,,,5,5014,População e estrutura fundiária,2015,current,1.0,0.39,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5004.0,Sensibilidade,5006.0,Produção e comercialização,7,5015,Baixa produção de alimentos,2017,current,1.0,0.47,#FFCD00,Médio
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5004.0,Sensibilidade,5006.0,Produção e comercialização,7,5016,Não diversificação da produção local,2017,current,1.0,0.27,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5004.0,Sensibilidade,5007.0,Produtores e estabelecimentos agropecuários,7,5017,Agricultura sem práticas agrícolas sustentáveis,2017,current,1.0,0.21,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5004.0,Sensibilidade,5007.0,Produtores e estabelecimentos agropecuários,7,5018,Irrigação em grande escala,2017,current,1.0,0.0,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5004.0,Sensibilidade,5007.0,Produtores e estabelecimentos agropecuários,7,5019,Uniformidade de receitas,2017,current,1.0,0.25,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5004.0,Sensibilidade,5007.0,Produtores e estabelecimentos agropecuários,7,5020,Analfabetismo,2017,current,1.0,0.04,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5004.0,Sensibilidade,5008.0,Saúde e consumo dos alimentos,7,5021,Insegurança alimentar e nutricional,2018,current,1.0,0.2,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5004.0,Sensibilidade,5008.0,Saúde e consumo dos alimentos,7,5022,Uso de agrotóxico,2017,current,1.0,0.07,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5004.0,Sensibilidade,5008.0,Saúde e consumo dos alimentos,7,5023,Sobrepeso e obesidade da população,2007,current,1.0,0.11,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5009.0,Logística e abastecimento,7,5024,Capacidade de armazenamento,2016,current,0.0,0.18,#F40000,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5009.0,Logística e abastecimento,7,5025,Centrais de abastecimento ,2018,current,0.0,0.51,#FFCD00,Médio
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5009.0,Logística e abastecimento,7,5026,Eficiência na armazenagem,2016,current,0.0,0.55,#FFCD00,Médio
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5009.0,Logística e abastecimento,7,5027,Acessibilidade,2018,current,0.0,0.3,#FF8300,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5010.0,Planejamento e gestão,7,5028,Instrumentos de planejamento e gestão,2010,current,0.0,0.36,#FF8300,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5010.0,Planejamento e gestão,7,5029,Investimento em políticas de adaptação,2016,current,0.0,0.29,#FF8300,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5010.0,Planejamento e gestão,7,5030,Cidades resilientes,2015,current,0.0,0.5,#FFCD00,Médio
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5010.0,Planejamento e gestão,7,5031,PNAE,2015,current,0.0,0.34,#FF8300,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5011.0,Manutenção da produção agropecuária,7,5032,Garantia safra,2010,current,0.0,,#DCDCDC,Dado indisponível
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5011.0,Manutenção da produção agropecuária,7,5033,PRONAF,2016,current,0.0,0.57,#FFCD00,Médio
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5011.0,Manutenção da produção agropecuária,7,5034,Nível de atendimento do PAA,2016,current,0.0,0.41,#FFCD00,Médio
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5011.0,Manutenção da produção agropecuária,7,5035,Programa Cisternas,2016,current,0.0,,#DCDCDC,Dado indisponível
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5011.0,Manutenção da produção agropecuária,7,5036,Proagro Mais,2014,current,0.0,,#DCDCDC,Dado indisponível
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5011.0,Manutenção da produção agropecuária,7,5037,Produtividade pecuária,2017,current,0.0,0.6,#A9DE00,Alto
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5012.0,Capacidade socioeconômica familiar,7,5038,Preço dos alimentos,2015,current,0.0,,#DCDCDC,Dado indisponível
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5012.0,Capacidade socioeconômica familiar,7,5039,Formalidade na economia,2010,current,0.0,0.49,#FFCD00,Médio
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5012.0,Capacidade socioeconômica familiar,7,5040,Bolsa família,2015,current,0.0,0.28,#FF8300,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5001.0,Vulnerabilidade,5005.0,Capacidade Adaptativa,5012.0,Capacidade socioeconômica familiar,7,5041,Baixa densidade de moradores por cômodo,2010,current,0.0,0.28,#FF8300,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5002.0,Exposição,5013.0,Agropecuária e fatores biofísicos,5042.0,Agropecuária e disponibilidade hídrica,6,5042,Agropecuária e disponibilidade hídrica,2015,current,1.0,0.28,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5002.0,Exposição,5013.0,Agropecuária e fatores biofísicos,5043.0,Agropecuária em pastagens degradadas,6,5043,Agropecuária em pastagens degradadas,2016,current,1.0,0.02,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5002.0,Exposição,5013.0,Agropecuária e fatores biofísicos,5044.0,Agropecuária com baixo potencial agrícola,6,5044,Agropecuária com baixo potencial agrícola,2020,current,1.0,0.0,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5002.0,Exposição,5013.0,Agropecuária e fatores biofísicos,5045.0,Risco bioclimático,6,5045,Risco bioclimático,2015,current,1.0,0.7,#FF8300,Alto
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5002.0,Exposição,5014.0,População e estrutura fundiária,5046.0,Densidade populacional,6,5046,Densidade populacional,2015,current,1.0,0.34,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5002.0,Exposição,5014.0,População e estrutura fundiária,5047.0,Densidade de estabelecimentos agropecuários,6,5047,Densidade de estabelecimentos agropecuários,2017,current,1.0,0.29,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,5048.0,Dias consecutivos secos,,,5,5048,Dias consecutivos secos,2015,current,1.0,0.27,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,5048.0,Dias consecutivos secos,,,5,5048,Dias consecutivos secos,2030,pesimistic,1.0,0.33,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,5048.0,Dias consecutivos secos,,,5,5048,Dias consecutivos secos,2030,optimistic,1.0,0.28,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,5048.0,Dias consecutivos secos,,,5,5048,Dias consecutivos secos,2050,pesimistic,1.0,0.34,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,5048.0,Dias consecutivos secos,,,5,5048,Dias consecutivos secos,2050,optimistic,1.0,0.28,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,5049.0,Índice de precipitação-evapotranspiração padronizado,,,5,5049,Índice de precipitação-evapotranspiração padronizado,2015,current,1.0,0.14,#02C650,Muito baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,5049.0,Índice de precipitação-evapotranspiração padronizado,,,5,5049,Índice de precipitação-evapotranspiração padronizado,2030,optimistic,1.0,0.63,#FF8300,Alto
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,5049.0,Índice de precipitação-evapotranspiração padronizado,,,5,5049,Índice de precipitação-evapotranspiração padronizado,2030,pesimistic,1.0,0.49,#FFCD00,Médio
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,5049.0,Índice de precipitação-evapotranspiração padronizado,,,5,5049,Índice de precipitação-evapotranspiração padronizado,2050,pesimistic,1.0,0.36,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,5000.0,Seca,5003.0,Ameaça Climática,5049.0,Índice de precipitação-evapotranspiração padronizado,,,5,5049,Índice de precipitação-evapotranspiração padronizado,2050,optimistic,1.0,0.35,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,7500.0,Chuva,,,,,,,3,7500,Chuva,2015,current,1.0,0.2,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,7500.0,Chuva,,,,,,,3,7500,Chuva,2030,optimistic,1.0,0.36,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,7500.0,Chuva,,,,,,,3,7500,Chuva,2030,pesimistic,1.0,0.38,#A9DE00,Baixo
Florestópolis,PR,2.0,Segurança Alimentar,7500.0,Chuva,,,,,,,3,7500,Chuva,2050,optimistic,1.0,0.35,#A9DE00,Baixo
